EIN2,split,text,human_label
EIN-30-0209776,validation,"to serve the needs of physically and intellectually disabled individuals, in community based environments that are accessible and inclusive, based on the principle that regardless of our physical and mental attributes we all have the ability to learn, to give and to grow. partners in adventure (pia) provides unique experiences to young people with and without disabilities, that help them build personal partnerships while safely exploring, lending a helping hand and learning more about the world and one another. pia accomplishes this by providing fully accessible, adaptive, inclusive and totally non-competitive year-round programming and partnering for teens and young adults with a full range of physical and developemental abilities.",0
EIN-95-4332135,validation,To provide charitable services and scholarships to preceptive students of law.,0
EIN-74-2980967,validation,"The International Behavioral Neuroscience Society (IBNS) was formed to encourage research and education in the field of behavioral neuroscience. Founded in 1992, the IBNS has members from 34 different countries and consist of scientists, clinicians, teachers, and others with a background and interest in the relationship between brain and behavior.",0
EIN-23-7088136,validation,"the organization was created for the specific purpose of fostering and encouraging in the youth of the city of santa clara a spirit of loyalty and faith in american tradition. additionally, the organization attempts to promote the spirit of benevolence.",0
EIN-31-1444572,validation,"To operate exclusively for religious, charitable, scientific, literary or educational purposes within the meaning of Internal Revenue Code section 501(c) (3) by:a. Promoting the interests and welfare of the University of Notre Dame;b. Fostering and continuing the moral, spiritual and intellectual ideals taught and inspired by the University;c. Supporting the University administration in carrying out its educational policies & programs of service for the establishment and maintenance of the University as a leader among American and Catholic Universities;d. Assisting in securing financial support for the needs of the University;e. Lending support to projects and activities of students of the University, including assisting the educational opportunities of these students through sponsorship and support of University scholarship programs, and;f. Developing alumni fellowship and community through the establishment and maintenance of local and regional Notre Dame Clubs.",1
EIN-82-4852361,validation,"To help better the lives of young men through tutoring, mentoring and athletics.",0
EIN-01-0794539,validation,"To develop and support faith-based disaster readiness, response, and recovery services for New York City. In preparation for and in response to disasters, NYDIS convenes its leadership to network with local, state, and national agencies involved in disaster management to facilitate services. NYDIS seeks to mitigate human suffering caused by catastrophes and serve the most vulnerable and under-resourced households and communities affected by disaster.",1
EIN-42-6087943,validation,Conservation Education Salvation Army Food Nahant Marsh Davenport Youth Trap Shooters Long Grove Iowa Fire Department Volunteers Jakes Kids Youth Archery Program State Womens Archery and Shooting Program CASI,0
EIN-23-7316671,validation,"heartbeats is a life-affirming ministry committed to impacting the lives we serve with the love of christ. we will achieve this by: 1. practicing intentional unconditional love of christ to all that come in word and deed. 2. offering practical help and positive alternative choices to abortion. 3. loving the woman well so hope rises in her and she can love her baby to life. 4. providing restoration groups for post-abortive women and men. 5. encouraging, equipping and expanding the tools to create a culture of life in our churches and community. 6. teaching youth about the value of their sexual integrity and the importance of committing to abstinence until marriage. 7. modeling and serving others in the local, state, national and international pro-life communities. 8. purposing to impact our service area to embrace the sacredness of human life across cultural, generational, and ethnic boundaries.",1
EIN-31-1638327,validation,to provide general outreach and assitance to the homeless and needy families in the coastal bend.,0
EIN-27-1185258,validation,"to provide support to assocaiation civil sacred valley project (""acswp"") acsvp's misison is to provide house and educational opportunities to indigineous girls in peru through dormitories and education centers. the organization also raises awareness in the u.s.about the indigineous populations in peru. the program is devoted to empowering and providing support to ingigineous and other marginalized populations of south america in 2017. the sacred valley project spreads awareness about the importance for access to education for adolescent indigineous girls in peru through various events and presentations. presentations allow the student to tell her story about her own struggle for qaulity education and how she persevered to graduate at the top of her class throught the support of the sacred valley project",0
EIN-20-5776584,validation,"(FMD) Transitional House is an outreach effort that is born from the Prison Outreach and Witnessing (POW) ministry of Central Baptist Church (CBC) Kingsport, TN and a partnership with other local prison and community outreach programs. Our mission is to reduce the recidivism of ex-offenders by providing much needed services and support to them and their families as they transition back into the community.",1
EIN-20-2298803,validation,TEACH TEC is a community faith-based nonprofit Center dedicated to providing industry specific training that prepares low income individuals for a career in a specified field to provide self sustaining wages. Our mission is to move individuals to economic self-sufficiency.,1
EIN-46-3031946,validation,we rescue dogs and cats on death row. we give medical care and find them forever homes.,0
EIN-56-2094388,validation,"to monitor and protect the sea turtle population on holden beach, nc.",0
EIN-88-4369630,validation,"empowering youth for a brighter future. providing opportunities for leadership, growth, and community involvement. our mission at a&e racing is to provide training and development for young athletes who have potential to advance to a professional level. a & e racing corp is a motocross program that is based in new hampshire with competitions in the northeast and east coast regions. a & e racing corp is a highly competitive program for youth motocross racers. the purpose of the corporation is to provide funding for aspiring young motocross racers in the new england region who need support with equipment, travel, training, development and mechanics.",0
EIN-47-1291052,validation,"honeymoon israel foundation, inc. connects individuals to their religious heritage through trips to israel. the company expands the definition of jewish life in america and offers enjoyable experiences for people to connect with the jewish community.",1
EIN-38-3183850,validation,Cheboygan Compassionate Ministries offers a hot lunch meal Monday through Friday. It serves eight to ten thousand meals a year. It also offers access to laundry services from 9am to 1pm Monday through Friday. It serves 10 to 12 families a week. Every year Compassionate Ministries has a back pack give away. It gives away 300 to 500 backpacks to school children each year. We began construction of a new facility in October 2021 and have been raising funds to complete the building.,1
EIN-20-2696433,validation,raise monies for st judes children's research hospital,0
EIN-72-0694861,validation,"provide material support to jefferson parish animal shelter in care of homeless animals. financial support to animal trappers in removing strays from feral environment. financial support in spaying and neutering of feral and privately owned cats and dogs in jefferson parish, louisiana",0
EIN-45-3055196,validation,"Fibershed's mission is to provide experiential education that both generates awareness, and teaches the necessary skills within our community to build and sustain a thriving bioregional textile culture that functions hand-in-hand with principles of ecological balance, local economies, and regional organic agriculture.",0
EIN-83-4286562,validation,"EcoTheo Collective exists to create community and opportunities for writers, artists, theologians, and ecologists to come together and make work that reflects on urgent and eternal questions of our relationship to nature, climate change, ecosystems, etc. as well as faith and spirituality.",1
EIN-11-3431263,validation,"lisbac is a community development micro-lender that promotes economic opportunity by providing innovative business growth programs with a strong focus on financial literacy, procurement and startup/small business development technical assistance services for targeted markets of long island. lisbac functions as both a certified development financial institution (cdfi), and a community development entity (cde), with the us department of treasury.",0
EIN-71-0879772,validation,"to stop the loss of women from ovarian cancer by promoting health empowerment, research and awareness.",0
EIN-81-2833673,validation,"to provide a comprehensive, advanced educational resource and disseminator of basic and clinical information dealing with all aspects of the global problem of parasitic diseases that adversely affects peoples around the world.""getting knowledge to the people and places that need it the most.""",0
EIN-23-7162502,validation,to operate exclusively for the purpose of promoting the interest of and cooperating with the administration and faculty of st. mary's residential training school in any manner which will benefit the interest of the school and its students.,1
EIN-14-1413770,validation,"millbrook school is a small, coeducational, college preparatory boarding school where close, nurturing, and stimulating relationships between students and their teachers have been the school's hallmark since its founding. our goal is to promote in each student the intellectual, emotional, spiritual, and physical growth which will lead to a life both individually satisfying and valuable to the greater society.",0
EIN-83-3963026,validation,"to encourage and educate from a biblical worldview, utilizing the written and spoken word, focusing on the sanctity of human life from conception.",1
EIN-87-4150568,validation,"we are looking for students that are ""caught in the cracks- and would otherwise receive very little help and may need assistance to even go to school. also, we are looking for students that are faith based good stewards, respectful in and during fellowship, above a 2.75 gpa, involved in extracurricular activities and active in their communities.",1
EIN-65-1188328,validation,"The World Affairs Council of the Mid-Hudson Valley is a non-partisan forum for citizen participation in world affairs. Its mission is to raise public awareness of the issues that unite and divide nations, people, and major faith communities, and to stimulate interest in a better understanding of important world affairs. We encourage informed exploration of world issues and their relationship and connections to the Mid-Hudson Valley region. The Council offers information about our increasingly complex world through public lectures, panels and debates, and educational and cultural programs. The council also sponsors programs and collaborative efforts to reach high school and college students and teachers. The Council seeks out partner organizations to co-host events. Recent partners have included: The Henry A. Wallace Visitor and Education Center at the FDR Presidential Library, Franklin and Eleanor Roosevelt Institute, Vassar College, Marist College",0
EIN-34-1732696,validation,"to assist the catholic church in fulfilling its mission of evangelization and its call for christian unity. in cooperation with the catholic bishops, the coming home network international was established to help inquiring clergy as well as laity of other traditions return home and then be at home in the catholic church.",1
EIN-84-2008721,validation,"the house tuscaloosa exists to promote and develop literacy in the west end community. literacy is defined as competence or knowledge in a specific area. as such, the house tuscaloosa shall focus on promoting and developing literacy in the following three areas: educational, musical and spiritual.",0
EIN-81-4215209,validation,"country heart farm was established to provide an opportunty by which both humans and animals may begin to heal on a social, emotional, cognitive, spiritual, and/or physical level.",0
EIN-48-0816473,validation,provide services for the elderly,0
EIN-23-7310616,validation,"to establish and maintain a cardiovascular treatment center at methodist hospital, indianapolis, indiana.",0
EIN-80-0382897,validation,"the noble circle project is committed to creating an intimate and caring community of women thriving beyond cancer by bringing hope, inspiration, empowerment and well-being through programs focusing on nutritional education, complementary energy techniques, and peer support.",0
EIN-46-0762992,validation,we equip communities and churches to build lasting relationships with schools and families. our signature 4th-grade program provides a mentor for every 4th grader in the economically disadvantaged schools we serve. students are mentored to be leaders in their school and community.,1
EIN-56-0775776,validation,"the rhine research center is an integrative center for the study of consciousness. we are a hub for ground-breaking research and educational activities on the nature of human consciousness - its reach, its reality, its durability, its healing capacity, and its spiritual dimension.",0
EIN-84-2140418,validation,"intel & law enforcement training services, inc. sole purpose is to create and provide leading-edge high quality investigative training and support services to law enforcement and security professionals via both in person conferences and webinar based training.",0
EIN-52-2407679,validation,"the mission of christian women's job corp is to provide women a nurturing christ-centered environment fostering personal, professional, and spiritual growth enabling women to transform families and communities.hundreds of women throughout mclennan county have become self-sufficient, are continuing their education, and are entering the work force which has improved their lives, their families' lives, our schools and our community. ex-offenders are becoming productive citizens in our community.",1
EIN-20-3676488,validation,"this organization operates exclusively for the benefit, to perform the functions, and to carry out the purposes of the st. louis community foundation, inc. through grant making, conducting research, disseminating information/public education, convening members of the community and other activities typical of a community foundation. in the 12 months ended 3/31/14, we issued 12 grants to various not-for-profit organizations.",0
EIN-32-0332589,validation,"family promise of carteret county is a non-profit organization serving homeless families. assisting targeted families with daily hot meals and overnight accommodations, (with partnering communities in faith).",1
EIN-63-1192877,validation,provide financial assistance to kidney patients for medical needs,0
EIN-45-0255544,validation,"to provide programs and services to empower people with multiple sclerosis through education, advocacy, exercise, counseling, equipment assistance and support throughout north and south dakota and iowa.",0
EIN-94-1187347,validation,"The Transpersonal Institute's Association for Transpersonal Psychology is a membership supported international coordinating organization for the scientific, social, and clinical transpersonal work that serves the world community. The Association's mission is to promote eco-spiritual transformation through transpersonal inquiry and action. Recognizing the reciprocity inherent between our actions and our world, the Association is dedicated to encouraging and enhancing practices and perspectives that will lead to a conscious, sustainable, co-evolution of culture, nature, and society.",0
EIN-20-1122309,validation,"The primary focus of TRM is prison mentoring and aftercare ministry. This dual emphasis involves meeting with and mentoring inmates prior to their release from prison, counseling them, and working to help them make connections with churches and other ministries on the outside.",1
EIN-34-1771506,validation,"further the charitable, educational, and religious purposes of the jewish federation of cleveland including the preservation of jewish cemeteries",1
EIN-82-1424590,validation,HHBBB exists to improve the health in the neighborhood.,0
EIN-86-3314461,validation,"Charitable, food relief, support, help and relief to 250 Christian worker and 300 scholarship for college students",1
EIN-52-1309525,validation,"The American-German Institute is a center for policy research and scholarship dedicated to the most important political, economic, and security issues confronting Germany and the United States in the global arena. AGI anticipates challenges, proposes solutions, and bolsters the German-American partnership.",0
EIN-43-1427062,validation,"to restore, maintain and sustain forest park, in partnership with the city of st. louis, as one of america's great urban public parks for a diverse community of visitors to enjoy, now and forever.",0
EIN-85-0906834,validation,netwell is a nonprofit 501(c)(3) health care sharing ministry (hcsm). our members are our family handled with care and compassion,1
EIN-83-2964566,validation,To offer the community a charitable place to find stability in their mental health and life free of charge if needed To educate the community on the benefits of Equine Therapy for people with mental health disorders such as PTSD depression anxiety and,0
EIN-92-0063045,validation,the mission of the federation of community councils is to assist community councils to involve citizens in the government in the government process at the neighborhood level.,0
EIN-52-1064398,validation,"pva research foundation inc., a non-profit organization founded in washington, dc in 1976, is controlled by the paralyzed veterans of america (""pva""), a national organization chartered by the u.s. congress on august 11, 1971. pva research foundation is operated exclusively for the scientific, charitable and educational purposes for the furthering of technological advances in rehabilitative methods and devices, basic cure, research injury and diseases and other areas beneficial to disabled individuals. the pva research foundation funds neuroscientific research aimed at restoring function and improving the quality of life for paralyzed people. the majority of the pva research foundation's financial, administrative and operating costs are donated free of charge by pva; almost 100% of all funds received by the pva research foundation are spent directly on grants that further its mission.",0
EIN-56-1586870,validation,"seeking to put god's love into action, habitat for humanity brings people together to build homes, communities and hope to realize our vision of a world where everyone has a decent place to live. habitat for humanity of greater greensboro adheres to a strict non-proselytizing policy and will not base an offer of assistance on the expressed or implied condition that people adhere to or convert to a particular faith or listen and respond to messaging designed to induce conversion to a particular faith.",1
EIN-51-0141475,validation,to integrate persons with disabilities and other life issues into the community and enrich their quality of life with choice and independence.,0
EIN-22-3491530,validation,"Animal Rescue and Adoption. Expenses include veterinary care, boarding and foster care, food/supplies, training and transportation. Service revenue is derived from adoption fees required from animal adopters to help defray a small portion of rescue and adoption program expenses.",0
EIN-46-5663737,validation,"The mission of the Coalition Theater is to build an inclusive space where laughter connects people.Through shows, classes, workshops, and community partnerships, we help people find their comedic voice, and give them a safe and welcoming place to share it.",0
EIN-80-0322405,validation,"tree of life ministries provides meaningful educational experiences in spiritual and personal development in low cost or no cost to the general public, local jails and entities who serve low-income families. our mission: the portal school exists to empower individuals to walk in a genuine relationship with the creator while developing their personal identity and discovering their unique creativity. our mission is to equip and deploy creatives who passionately pursue god and partner with him in releasing heavens creative solutions into their god-given spheres of influence to advance cultural transformation.our curriculum is designed to help you:",1
EIN-46-4788128,validation,"To help slow down and reverse the desertification of the Mongolian Grassland Steppes, and to preserve and protect traditional Mongolian culture.",0
EIN-52-1902264,validation,"employment policies institute foundation's mission is to educate policymakers and the general public with respect to the economic and social effects of employment, financial, and government spending policies, and to conduct research with respect to (continued) employment, financial, and goverment spending policies and disseminate the results of such research.",0
EIN-20-2783766,validation,"The Corporation shall attempt to improve the quality of life of the community at large through initiatives focused in the fields of community capacity building, technical assistance to faith based and community organizations in the area of work-life initiatives, family health and safety, at-risk youth, early childhood development, and asset development and establishing collaborations within a described community.",0
EIN-81-1086729,validation,to provide support for the Islamic community within New York,1
EIN-81-0734441,validation,"to provide a training farm with an adjacent clinic, assist servicemembers and veterans to transition, to find purpose and meaning in life and enable them to learn valuable vocational skills to meet the demand for agricultural ownership, employment, or other advanced schooling. facilitate healing for those in need and place those trained on working farms.",0
EIN-68-0151710,validation,"benicia first corp dba main st program was organized to promote the downtown first st businesses by sponsoring, organizing and running various events and fundraisers and running various events and fundraisers",0
EIN-82-3405113,validation,"to assist area food pantries in temple, tx in the organizing and conducting of food drives, fund raisers & benefits, as well as gathering & storing clothing & collecting cash donations for the benefit of individuals and families in need.",0
EIN-47-4773281,validation,"the trust is created and operated exclusively in connection with the supported organization, the city of st. marys, kansas (governmental entity) and engages in activities that would normally be engaged in by the governmental supported organization, specifically for the housing needs of the elderly and/or poor; food programs for those who are needy; scholarships for post-secondary education purposes; and projects of community enhancement of public facilities which have emphasis in aiding the elderly, the young, or the needy, within a radius of five (5) miles of st. marys, kansas.",0
EIN-62-1723393,validation,Mission tripsto Honderus to carry food and medicine and spread the Gospel of Jesus Christ,1
EIN-33-0894225,validation,"grace terrace memorial association (""gtma"") provides people of the christian faith interment rights for the burial of bodies, and religious services in connection therewith.",1
EIN-85-2901322,validation,"Provide pro-life education to the public and churches, equip Christians to share faith and defend pro-life worldview, provide counseling to those considering abortion and expose the abortion industry's injustices to the sanctity of life.",1
EIN-02-0338521,validation,the nbsp;cathedral nbsp;of nbsp;the nbsp;pines nbsp;is nbsp;a nbsp;national nbsp;memorial nbsp;dedicated nbsp;to nbsp;the nbsp;memory nbsp;and nbsp;honor nbsp;of nbsp;all nbsp;americans nbsp;who nbsp;serve nbsp;the nbsp;nation nbsp;in nbsp;the nbsp;search nbsp;for nbsp;peace nbsp;we nbsp;are nbsp;open nbsp;to nbsp;the nbsp;public nbsp;as nbsp;a nbsp;place nbsp;of nbsp;spiritual nbsp;cultural nbsp;and nbsp;environmental nbsp;appreciation,1
EIN-47-2444781,validation,"MuslimARC is an human rights education organization. Our work consists of raising awareness and training Muslim communities on issues of racial justice. In order to uproot racism, we focus on developing and delivering education on internalized, interpersonal, and institutional racism. While the majority of our members are currently in the United States, we stand in solidarity with oppressed people and incorporate global voices because our community is cosmopolitan, reflecting transnational identities with local particularities. In our trainings and workshops, MuslimARC addresses both personal and systemic racism.",1
EIN-95-4079133,validation,the organization's primary purpose is to help individuals find social and spiritual wellness freee from substance abuse and mental health problems.,0
EIN-38-3553346,validation,to provide emergency food for indigent families in the surrounding counties.,0
EIN-58-1828325,validation,"the pig invitational charity, inc. is a non profit charity whose sole purpose is to raise funds to aid local st. tammany parish organizations that care for needy children and seniors.",0
EIN-13-4133458,validation,"provide therapeutic treatment, counseling and social service to developmentally delayed toddlers and children. provide the families with social services.",0
EIN-23-2770841,validation,"the organization provides nine housing units that provide permanent housing for women with behavioral disabilities/ health issues in the city of philadelphia, pennsylvania.",0
EIN-37-1447869,validation,Various program development activities including restorative justice project which is a ministry service to at risk youth; training and consulting service in reconciliation and conflict transformation.,1
EIN-26-1637652,validation,to provide affordable biblical counseling and train lay counselors in offering biblical guidance.,1
EIN-59-3385658,validation,"the organization's mission is to promote and enhance productive employment of individuals in the florida counties of baker, clay, duval, nassau, putnam and st. johns. the board was created to fulfill the duties and responsibilities provided for by the workforce florida act of 1996, the federal workforce innovation and opportunity act and the florida workforce innovation act of 2000, consistent with the provision of job training, job placement and benefit services to the citizens of the six county regions. the governing body of the board consists of board members who are appointed by state and local officials.",0
EIN-23-7000397,validation,to provide educational tours of historical home and grounds including recreated indian village on grounds and sponsored events of a historical nature.,0
EIN-84-1417706,validation,"The Interfaith Volunteer Caregivers envision a community of caring that makes it possible for all older and disabled adults to enjoy independence and quality of life through a network of supported, prepared, and fulfilled volunteers.Drawing from religious, business, civic and individual resources, the Interfaith Volunteer Caregivers work to meet two mutually entwined and equally important purposes. ~ to respond to the ever-growing needs of older and physically challenged adults living in our communities who struggle daily to maintain their independence at home. ~ while providing meaningful opportunities for volunteers of all ages to enrich their lives and live out their faith by helping others.",0
EIN-45-6779912,validation,the purpose of the dowe charitable trust is to provide food and fund the spay neuter program for the humane society of south mississippi.,0
EIN-48-0871376,validation,"the arts council's mission is to advance and promote arts and culture in the wichita community through advocacy, leadership, education, and collaboration.",0
EIN-47-3825104,validation,To enhance our community by providing resources and support to downtown Fresno stakeholders.,0
EIN-80-0835023,validation,"turning point usa, inc. is organized and operated exclusively for educational and charitable purposes in accordance with section 501(c)(3), to empower informed civic and cultural engagement grounded in american exceptionalism and a positive spirit of action. turning point usa guides citizens through development of knowledge, skills, values, and motivation, so they can meaningfully engage in their communities to restore traditional american values like patriotism, respect for life, liberty, family, and fiscal responsibility.",0
EIN-23-2635994,validation,"ShareCare Faith in Action provides free volunteer services to elderly or disabled persons in order to enhance quality of life.ShareCare Faith In Action is an interfaith network of faith communities and the community at large within the Lehigh Valley which provides volunteers to help people who are elderly and/or disabled and are living independently. ShareCare recruits, trains, and enables volunteers from its member congregations and the community to befriend and assist individuals living with disabilities and without adequate personal support. Its purpose is to provide transporting needs, friendly visiting, reassurance calls, shopping, yard work and light housekeeping. Its mission is to provide needed services that will enhance the dignity, independence, and quality of life, for all participants.",0
EIN-46-4546829,validation,"Mission of Mercy Ministries exists to meet the emotional, physical and spiritual needs of those we serve in Haiti.",1
EIN-27-0193640,validation,"The organization addresses practical issues of general surgery and related specialties. It aims to provide clinical, educational and innovative services that will support the facilitation of robotic surgical techniques.",0
EIN-94-2360925,validation,"Family Law Service Center provides legal services to low income families who are victims of or at risk for domestic violence and/or child abuse. These services include dissolution of marriage, child custody, visitation and support, legal separation and guardianship.",0
EIN-73-1038668,validation,WDR helps supply dental healthcare professionals going on short term missions of mercy to serve needy populations with dental care throughout the world. WDR helps supply faith-based inner city clinics here in the US and charity mission clinics overseas with desperately needed dental supplies.,1
EIN-23-7378417,validation,"the principal purpose is to function as an independent, nonprofit research and educational institute to examine and disseminate information concening the impact of psychiatric theory and practice upon personal freedom, liberty and a moral and spiritual conception of humanity.",0
EIN-26-3512448,validation,"to establish, own and administer residential property designed to accommodate the physical, social, spiritual, emotional, recreational and other similar needs of aged persons; develop resources to enhance and support programs for the specialized needs of aged persons; participate, so far as circumstances warrant, in any activity designed and carried on to promote the general mental, physical and spiritual health of the residents of the community served and securing, raising and arranging capital to provide for the development, implementation and support of such facilities, programs and services consistent with purposes of the organization.",0
EIN-83-1027174,test,"our mission is to eradicate diaper need to improve the physical, mental, and economic health of the families we serve.",0
EIN-58-0647764,test,"the pastoral institute offers counseling, consulting and educational resources to care for the emotional, relational and spiritual needs of individuals, families and communities.",1
EIN-58-1298813,test,"the purpose of this ministry is to strengthen the family, to encourage wholesome recreation in an unspoiled environment, to provide a positive setting for learning and growth, and to empower individuals, couples, families and groups to experience renewal with each other and with god.",1
EIN-38-2617257,test,"promoting the sanctity of human life by reaching out with christ's love through our pregnancy resource center, medical clinic, and sexual and relationship educational programs.",1
EIN-62-1220396,test,"ronald mcdonald house charities of memphis offers children with pediatric cancer and other catastrophic illnesses undergoing treatment at st. jude children's research hospital and their families a nurturing, family-centered residential community. the house fosters an environment of hope through support services and child-centered activities that encourage children to be children and keep families together near the care they need, always free of charge.",0
EIN-26-4598587,test,"Bay Area Chaplains meets the spiritual needs of both inmates and staff through a ministry that includes counseling, discipleship, and literature distribution.",1
EIN-38-2182914,test,"to counsel and aid pregnant women who have unmet financial, physical, spiritual and/or emotional needs.",0
EIN-22-2717127,test,"To foster & develop a new world harmony based on spiritual values, & to establish these values in both the individual & society through the study and teachings of Patrizia Norelli-Bachelet; to provide, support & maintain facilities in which said study may be carried on and to see that the fruit of said study be made available to the public through archiving of her yet unpublished work, including digitizing of audio tapes, book reprinting, production of videos, power point presentations, blogs, books & articles distribution, and to support any other means for transmitting & disseminating said study to the public. Collect and distribute donation money to support these endeavors all of which are approved by Aeon Group officers and consistent with Aeon Group's Certificate of Incorporation.",1
EIN-20-2933194,test,"The mission of the Cyanide Poisoning Treatment Coalition is to focus the required attention and resources on the deadly and life long consequences of breathing modern day fire smoke which contains toxic amounts of hydrogen cyanide. In 2017 the Coalition expanded its onsite training program to include cancer, illness and disease plaguing the fire service. New tactical approaches were included in the training to educate firefighters how to reduce their exposures to fire smoke, thereby minimizing their risk of contracting deadly or disabling disease.",0
EIN-46-0870581,test,"he ala hou o ke ola inc. is a christ-centered transitional program for men who are ready to transition into a life of freedom, serenity and purpose.",1
EIN-36-4709999,test,"to support the mission of osf healthcare system, a catholic integrated health care delivery system, through the provision of quality health care services related to research for diagnosis and treatment of brain disorders.",1
EIN-27-3627113,test,"1) to provide educational scholarship for students graduating from st. petronille catholic school, glen ellyn, illinois, who desire to continue their catholic education at benet academy high school, lisle, illinois. 2) to provide donations to 501(c)3 organizations which aid in the prevention of suicide. 3) to provide donations to catholic 501(c)3 organizations.",1
EIN-47-4825349,test,"restorative partners is a non-profit organization that serves people impacted by crime with a continuum of services and programs designed to meet their diverse needs. our professional staff and an army of volunteers offer programs that focus on body, mind and spiritual transformation, incorporate trauma care, address responsibility and accountability, reduce violence and lower recidivism inside the san luis obispo county juvenile hall, jail, and honor farms. additionally, resporative partners provides reentry programs and services to those released from county and state facilities including evidence based ocgnitive behavioral therapy programming, reentry mentorship, parolee drug and alchohol treatment and five recovery/sober living environment homes.",0
EIN-46-1322178,test,"To address needs and provide opportunities for lasting life transformation. For the currently incarcerated, we offer chaplaincy resourcing and volunteer support. For individuals and their families who are currently on probation and/or have faced incarceration, we assist the whole person through the utilization of a community network of spiritual and practical support.",1
EIN-31-6067780,test,to promote and sponsor scientific research in the dairy industry,0
EIN-84-4054310,test,to provide the community availability of low-cost construction and housing improvement materials through the sales of donated construction and home-related items.,0
EIN-86-0174371,test,"to support barrow neurological institute, a department of st. joseph's hospital and medical center, which is in turn a division of catholic healthcare west.",0
EIN-26-0236669,test,"to serve as a community resource for accessible, affordable and responsive health care and related services- include disease prevention, education and research grants, scholarships, clinics and related activities to benefit the greater rhode island community.",0
EIN-26-3898758,test,"To offer individual and group practice, intensive retreats, and the training of teachers and students in Buddhist practices; to create a holistic, sustainable, non-sectarian model of spiritual community.",1
EIN-34-1657171,test,"seeking to put god's love into action, habitat for humanity brings people together to build homes, communities and hope to realize our vision of a world where everyone has a decent place to live. habitat for humanity of mahoning valley adheres to a strict non-proselytizing policy and will not base an offer of assistance on the expressed or implied condition that people adhere to or convert to a particular faith or listen and respond to messaging designed to induce conversion to a particular faith.",1
EIN-93-1406229,test,provide food and dry goods to community,0
EIN-93-0846088,test,"to promote a safe and healthy community in tigard by reducing alcohol, tobacco, and other drug related problems through prevention, education treatment advocacy, and support of state and nationwide prevention efforts.",0
EIN-82-1826593,test,build the capacity of ministries in the areas of social services,1
EIN-26-3306891,test,"religious venue speaking on biblican nature, life skills for family classes, conduct of vacation bible school, and ministry to the elderly.",1
EIN-14-1916238,test,"Shivaji held off the Mogul invaders from destroying Hindu culture in India. Pune is to India, what Boston is to America, 'Freedom'. -Shivaji Museum,Pune India",1
EIN-84-2722209,test,"the bridge lab provides career development programming for the film and television industries with educational opportunities, employment entry points, and advocacy. our programs serve youth and young adults from underserved communities and bridge opportunity gaps between their interests and hard to obtain access, information, and career networks.",0
EIN-33-0250034,test,Birth choice is a Christ-centered organization serving North County San Diego that gives aid and support to women and men who find themselves in an unplanned pregnancy and provides alternatives to abortion. The organization provides EVIDENCE BASED materials to clients and community groups to increase abstinence awareness and decrease the spread of sexually transmitted diseases. Birth choice also provides information and referrals for adoption.,1
EIN-23-7087534,test,"to provide rental of buildings to schenectady county chapter, nysarc inc., an exempt related party.",0
EIN-58-2653169,test,"Go Ministries, Inc. exists to glorify God and advance His Kingdom by fulfilling the Great Commission of Jesus Christ and is dedicated to the ministry of evangelism and discipleship through: the proclamation of the Gospel training and equipping indigenous leaders worldwide teaching and sponsoring evangelism clinics and seminars coordinating overseas mission trips ministries of compassion assisting the local church equip the saints organizing and directing evangelistic crusades",1
EIN-82-5379039,test,"To focus on building or modernizing orphanages, schools and sustainable farming for needy communities; use of faith-based programs and to conduct any lawful business",1
EIN-82-4683756,test,"to provide a holistic, safe, sustainable center that heals, fulfills and empowers the individual and the community by providing services and programs promoting physical, nutritional, emotional, intellectual, environmental, economic and spiritual well-being.",0
EIN-84-1746119,test,"the adalyn rose foundation provides comprehensive and continuous support to families who have lost a baby at any point during pregnancy, infancy, and early childhood.",0
EIN-86-2630652,test,"the purpose of this corporation is to support the welfare of women and children, spreading resources throughout the community.",0
EIN-20-0386393,test,The Saint Augustine's Project Inc. primary exempt purpose is to fund rasie and completed restored two Slave Galleries constructed in the late 1800s. with both the West and east Galleries now restored we are moving on to our next goals which are to establish a museum and to promote African Amercan contributions in the construction of New York City as we now know ot. We have also developed curriculum for elementary and high school levels to support inclusion of the contributions of black people to the history of New York City in their studies. tribution,0
EIN-75-0879754,test,the organization provides support to sutton county hospital district which operates the lillian m hudspeth memorial hospital.,0
EIN-82-0574491,test,"global partnerships (gp) expands opportunity for people living in poverty by supporting microfinance and other sustainable solutions in latin america, where close to 100 million people live on less than $2 a day. gp pursues this mission by partnering with select microfinance institutions that provide microloans and other financial and social services to people living in poverty.",0
EIN-86-3999012,test,The specific purpose of the organization is to advance spiritual and scientific education that will bring us from the information age into the wisdom age.,0
EIN-83-3979466,test,"to actively participate in projects and undertakings designed to be of service to the people of laton, ca and surrounding areas as to foster and promote community betterment",0
EIN-84-0734596,test,"Furthering knowledge, appreciation & conservation of CO native plants Meetings, webinars, field trips, garden tours, native plant sale, bimonthly newsletters, quarterly journal, plant books, research grants",0
EIN-54-1984467,test,"AMSS is an organization whose mission is to provide a forum through which Islamic positions on various academic disciplines can be promoted, with an emphasis on the social sciences and humanities. AMSS has based its activities on the belief that the development of Islamic thought is vital for the prosperity of the Muslim world and for the continuity of the",1
EIN-76-0288615,test,"the organization's primary purpose is to provide a recreational softball program to help girls develop as a whole, which includes moral, emotional, social, spiritual, mental, and physical growth.",0
